account_id,customer_id,branch_id,account_type,balance,opened_date,status
1123,1123,5,Savings,375528.73,2021-11-15,Closed
1124,1124,1,Savings,329468.95,2015-11-16,Closed
1125,1125,2,Savings,138206.3,2018-02-16,Active
1126,1126,2,Fixed Deposit,419619.8,2017-10-02,Closed
1127,1127,4,Savings,403653.59,2023-10-06,Closed
1128,1128,3,Current,294857.62,2020-12-18,Inactive
1129,1129,1,Current,219071.69,2015-11-22,Inactive
1130,1130,1,Fixed Deposit,159373.84,2019-09-21,Inactive
1131,1131,1,Savings,489913.27,2022-12-01,Closed
1132,1132,2,Current,72873.09,2015-12-16,Inactive
1133,1133,1,Savings,154090.31,2020-03-15,Inactive
1134,1134,2,Savings,307623.24,2020-08-10,Inactive
1135,1135,2,Savings,356937.01,2016-07-05,Inactive
1136,1136,4,Savings,160700.69,2018-07-06,Inactive
1137,1137,3,Current,188381.07,2022-01-24,Active
1138,1138,1,Savings,120571.86,2025-02-19,Closed
1139,1139,5,Savings,246996.74,2019-02-20,Closed
1140,1140,4,Savings,135374.48,2025-02-23,Inactive
1141,1141,4,Fixed Deposit,204131.16,2018-08-05,Inactive
1142,1142,1,Current,317137.11,2024-06-30,Active
1143,1143,3,Fixed Deposit,481773.87,2020-03-15,Closed
1144,1144,1,Savings,381726.17,2016-04-02,Closed
1145,1145,2,Current,284554.57,2018-03-20,Inactive
1146,1146,1,Fixed Deposit,250715.75,2020-04-24,Active
1147,1147,3,Fixed Deposit,492669.05,2021-11-17,Active
1148,1148,5,Current,480714.7,2016-02-12,Closed
1149,1149,4,Savings,1499.53,2024-05-18,Inactive
1150,1150,5,Current,326876.37,2020-09-06,Active
1151,1151,1,Savings,466819.9,2023-12-29,Inactive
1152,1152,3,Fixed Deposit,126193.59,2023-07-28,Closed
1153,1153,4,Current,421376.9,2018-04-19,Active
1154,1154,5,Fixed Deposit,141374.33,2020-11-11,Active
1155,1155,5,Fixed Deposit,35897.67,2024-10-20,Active
1156,1156,4,Fixed Deposit,62365.51,2020-09-08,Active
1157,1157,5,Current,439261.37,2021-02-20,Active
1158,1158,5,Fixed Deposit,478751.17,2019-07-20,Inactive
1159,1159,3,Fixed Deposit,131418.91,2018-03-15,Closed
1160,1160,4,Current,123718.21,2023-03-08,Inactive
1161,1161,3,Savings,230439.87,2022-01-09,Closed
1162,1162,3,Savings,457095.1,2025-04-02,Active
1163,1163,1,Fixed Deposit,238787.95,2020-09-08,Active
1164,1164,2,Current,278339.54,2021-03-10,Closed
1165,1165,4,Current,269527.6,2017-04-11,Closed
1166,1166,1,Fixed Deposit,16442.81,2025-04-06,Closed
1167,1167,4,Fixed Deposit,62584.38,2022-08-26,Inactive
1168,1168,5,Current,193988.77,2016-05-10,Closed
1169,1169,1,Savings,231883.57,2015-11-16,Active
1170,1170,4,Savings,111538.86,2023-06-20,Active
1171,1171,3,Fixed Deposit,460777.95,2015-10-22,Inactive
1172,1172,2,Savings,408324.13,2020-08-19,Closed
1173,1173,3,Fixed Deposit,111352.69,2017-07-08,Inactive
1174,1174,3,Savings,141097.42,2021-06-11,Closed
1175,1175,5,Savings,4560.56,2022-09-12,Closed
1176,1176,4,Savings,435088.2,2016-02-23,Closed
1177,1177,5,Current,86068.07,2019-11-17,Active
1178,1178,5,Fixed Deposit,341509.42,2019-02-17,Closed
1179,1179,2,Savings,294494.13,2016-09-03,Closed
1180,1180,1,Savings,130552.62,2018-03-22,Closed
1181,1181,2,Fixed Deposit,364720.53,2017-02-19,Inactive
1182,1182,2,Fixed Deposit,12535.63,2018-10-01,Closed
1183,1183,5,Fixed Deposit,127207.62,2020-03-10,Closed
1184,1184,4,Savings,469007.29,2022-02-20,Closed
1185,1185,1,Current,216841.54,2015-08-13,Inactive
1186,1186,3,Savings,340406.56,2022-04-28,Inactive
1187,1187,4,Current,259111.2,2019-08-16,Active
1188,1188,2,Savings,139688.58,2015-12-08,Inactive
1189,1189,5,Current,158804.74,2018-09-14,Inactive
1190,1190,2,Current,41822.64,2021-01-06,Closed
1191,1191,1,Fixed Deposit,113588.37,2016-07-18,Closed
1192,1192,4,Savings,458580.62,2021-12-10,Active
1193,1193,2,Current,156092.12,2020-04-24,Closed
1194,1194,1,Savings,240503.24,2021-01-15,Active
1195,1195,5,Fixed Deposit,467595.34,2016-06-29,Inactive
1196,1196,2,Savings,237314.69,2016-12-25,Inactive
1197,1197,1,Current,260317.85,2020-06-09,Active
1198,1198,1,Fixed Deposit,310163.71,2016-11-25,Active
1199,1199,4,Fixed Deposit,63288.36,2025-05-06,Active
1200,1200,1,Current,157326.44,2015-12-26,Closed
1201,1201,1,Savings,31939.11,2024-08-07,Inactive
1202,1202,1,Current,305758.58,2021-03-04,Inactive
1203,1203,1,Savings,339104.66,2023-03-14,Closed
1204,1204,1,Current,425114.73,2018-05-25,Inactive
1205,1205,1,Fixed Deposit,376229.72,2018-02-08,Active
1206,1206,5,Fixed Deposit,312380.07,2021-08-19,Inactive
1207,1207,4,Current,397787.17,2024-11-13,Closed
1208,1208,5,Savings,170468.62,2016-02-24,Closed
1209,1209,1,Current,259089.23,2025-03-20,Closed
1210,1210,2,Savings,52242.14,2025-06-16,Closed
1211,1211,1,Fixed Deposit,394918.8,2024-07-12,Active
1212,1212,5,Savings,319044.5,2025-04-19,Inactive
1213,1213,3,Current,241218.25,2025-03-23,Closed
1214,1214,4,Savings,122333.09,2022-05-20,Active
1215,1215,1,Savings,156521.76,2025-04-15,Inactive
1216,1216,5,Fixed Deposit,377432.44,2021-06-07,Inactive
1217,1217,5,Fixed Deposit,387972.34,2017-09-10,Active
1218,1218,4,Current,302061.42,2018-04-07,Inactive
1219,1219,3,Savings,259322.61,2016-07-09,Closed
1220,1220,2,Savings,119456.29,2022-01-15,Closed
1221,1221,1,Current,172564.24,2018-12-28,Active
1222,1222,2,Savings,171434.41,2016-05-08,Closed
1223,1223,4,Fixed Deposit,346228.66,2017-12-01,Inactive
1224,1224,5,Fixed Deposit,166241.57,2024-11-16,Closed
1225,1225,5,Current,308435.47,2015-08-26,Inactive
1226,1226,3,Savings,53319.1,2016-10-10,Active
1227,1227,4,Savings,460056.84,2016-03-14,Closed
1228,1228,2,Fixed Deposit,115906.73,2016-07-03,Closed
1229,1229,2,Savings,240892.36,2020-04-10,Inactive
1230,1230,4,Savings,200755.97,2020-03-09,Active
1231,1231,3,Savings,37791.85,2016-02-11,Active
1232,1232,5,Savings,72058.58,2022-03-09,Inactive
1233,1233,2,Fixed Deposit,293257.51,2020-03-06,Inactive
1234,1234,1,Savings,100362.31,2016-09-29,Inactive
1235,1235,2,Savings,442805.73,2018-05-23,Closed
1236,1236,2,Current,423919.56,2024-06-06,Active
1237,1237,2,Savings,11724.52,2017-12-26,Inactive
1238,1238,1,Savings,415891.42,2018-02-19,Active
1239,1239,4,Fixed Deposit,393919.63,2021-02-18,Active
1240,1240,3,Savings,153231.12,2024-04-26,Active
1241,1241,3,Current,330793.45,2022-01-27,Closed
1242,1242,5,Current,439315.53,2017-06-16,Active
1243,1243,1,Savings,441478.84,2019-01-20,Active
1244,1244,2,Savings,266744.8,2017-08-20,Closed
1245,1245,3,Current,300175.03,2024-06-11,Closed
1246,1246,2,Savings,381778.11,2015-09-11,Closed
1247,1247,2,Fixed Deposit,147797.19,2016-07-08,Active
1248,1248,3,Savings,27576.23,2016-01-25,Inactive
1249,1249,2,Fixed Deposit,484223.77,2023-06-06,Inactive
1250,1250,2,Fixed Deposit,41622.44,2023-07-27,Inactive
1251,1251,5,Savings,84549.34,2020-05-11,Inactive
1252,1252,5,Current,249795.3,2023-02-04,Inactive
1253,1253,2,Current,356530.95,2019-03-31,Closed
1254,1254,4,Fixed Deposit,477920.19,2019-09-13,Inactive
1255,1255,3,Fixed Deposit,201072.09,2021-03-07,Closed
1256,1256,1,Savings,110543.62,2021-06-06,Active
1257,1257,4,Savings,198554.09,2017-01-29,Inactive
1258,1258,4,Current,286113.82,2020-11-15,Inactive
1259,1259,3,Fixed Deposit,43294.7,2023-08-08,Active
1260,1260,3,Current,259891.54,2022-05-12,Active
1261,1261,5,Savings,233161.3,2021-06-07,Closed
1262,1262,3,Current,226124.45,2020-06-26,Inactive
1263,1263,4,Current,402447.73,2020-11-08,Inactive
1264,1264,3,Current,13334.38,2019-12-07,Inactive
1265,1265,2,Current,323032.07,2016-05-25,Inactive
1266,1266,1,Current,421459.09,2025-01-26,Closed
1267,1267,5,Fixed Deposit,40001.35,2024-06-05,Inactive
1268,1268,2,Savings,60175.35,2017-06-08,Inactive
1269,1269,1,Fixed Deposit,100952.99,2021-02-23,Active
1270,1270,3,Current,152055.08,2022-10-30,Closed
1271,1271,3,Savings,353115.68,2017-07-07,Active
1272,1272,5,Current,5258.41,2023-12-30,Inactive
1273,1273,3,Current,391781.0,2024-11-30,Inactive
1274,1274,4,Fixed Deposit,379145.23,2016-04-30,Active
1275,1275,4,Fixed Deposit,256810.84,2016-06-06,Active
1276,1276,4,Savings,114236.22,2023-12-17,Closed
1277,1277,2,Current,117627.87,2016-06-17,Closed
1278,1278,5,Current,361532.67,2025-02-22,Inactive
1279,1279,3,Savings,157224.34,2019-03-09,Active
1280,1280,4,Fixed Deposit,209426.24,2015-11-23,Inactive
1281,1281,4,Fixed Deposit,16021.93,2024-03-22,Active
1282,1282,5,Savings,153480.4,2024-05-30,Closed
1283,1283,1,Current,405390.29,2021-12-20,Inactive
1284,1284,3,Savings,210154.51,2016-06-27,Closed
1285,1285,4,Fixed Deposit,269264.4,2016-10-30,Inactive
1286,1286,5,Savings,284221.14,2018-08-23,Active
1287,1287,2,Savings,488644.42,2018-11-05,Inactive
1288,1288,5,Fixed Deposit,399773.74,2017-11-22,Closed
1289,1289,5,Current,490105.89,2024-12-26,Active
1290,1290,4,Savings,267710.8,2015-08-25,Active
1291,1291,4,Savings,165091.84,2023-09-12,Inactive
1292,1292,3,Savings,86540.41,2019-06-10,Closed
1293,1293,5,Savings,16997.52,2019-04-05,Closed
1294,1294,5,Current,14392.41,2024-01-27,Active
1295,1295,1,Current,142624.99,2016-03-15,Active
1296,1296,3,Fixed Deposit,262673.45,2021-08-27,Inactive
1297,1297,1,Current,259747.31,2020-06-13,Active
1298,1298,3,Current,196161.53,2021-10-25,Active
1299,1299,2,Fixed Deposit,209788.19,2024-08-19,Closed
1300,1300,1,Current,477593.29,2020-03-13,Active
1301,1301,2,Savings,155568.83,2021-08-01,Closed
1302,1302,4,Savings,302251.01,2016-05-27,Inactive
1303,1303,5,Savings,251735.04,2022-07-01,Closed
1304,1304,4,Current,101649.66,2019-01-24,Active
1305,1305,4,Savings,412466.73,2017-01-04,Closed
1306,1306,2,Fixed Deposit,165116.84,2018-04-11,Closed
1307,1307,4,Current,231885.03,2016-03-05,Active
1308,1308,1,Current,323503.27,2021-04-11,Inactive
1309,1309,3,Fixed Deposit,421477.1,2017-08-07,Inactive
1310,1310,4,Fixed Deposit,411891.37,2018-07-03,Active
1311,1311,4,Savings,90609.48,2024-02-08,Closed
1312,1312,4,Current,192947.83,2018-07-09,Closed
1313,1313,2,Fixed Deposit,284739.02,2017-08-19,Inactive
1314,1314,1,Savings,442885.37,2017-08-15,Active
1315,1315,3,Fixed Deposit,269331.03,2018-07-18,Closed
1316,1316,1,Fixed Deposit,363542.34,2023-12-13,Active
1317,1317,4,Current,496202.47,2018-07-29,Closed
1318,1318,1,Current,39190.28,2017-06-05,Active
1319,1319,5,Current,205637.94,2020-01-22,Active
1320,1320,3,Savings,253526.22,2024-07-02,Inactive
1321,1321,1,Savings,319794.45,2023-04-11,Closed
1322,1322,4,Current,172485.2,2021-03-29,Inactive
1323,1323,2,Current,19849.56,2023-01-05,Inactive
1324,1324,1,Fixed Deposit,458651.35,2022-05-07,Inactive
1325,1325,4,Current,231217.14,2016-05-20,Active
1326,1326,5,Fixed Deposit,121904.51,2023-08-10,Inactive
1327,1327,2,Current,410392.92,2017-10-22,Active
1328,1328,2,Savings,303887.29,2019-05-25,Active
1329,1329,3,Savings,267792.26,2022-11-01,Inactive
1330,1330,2,Savings,336024.69,2018-07-13,Active
1331,1331,3,Savings,220888.34,2015-10-04,Active
1332,1332,2,Fixed Deposit,18187.98,2019-05-08,Closed
1333,1333,5,Savings,221587.01,2018-02-17,Active
1334,1334,5,Fixed Deposit,331607.43,2015-07-06,Closed
1335,1335,1,Current,345483.01,2016-03-06,Inactive
1336,1336,1,Fixed Deposit,3328.2,2017-07-02,Inactive
1337,1337,2,Savings,187947.71,2017-04-14,Active
1338,1338,2,Savings,9003.18,2021-09-05,Active
1339,1339,1,Current,410442.75,2018-01-04,Closed
1340,1340,1,Savings,479413.88,2024-01-18,Active
1341,1341,2,Fixed Deposit,84356.58,2021-07-11,Inactive
1342,1342,5,Savings,407996.54,2019-02-04,Inactive
1343,1343,5,Fixed Deposit,95584.22,2023-03-16,Active
1344,1344,5,Current,469522.69,2016-08-14,Active
1345,1345,2,Savings,53836.77,2022-04-01,Inactive
1346,1346,2,Savings,201667.61,2016-10-31,Inactive
1347,1347,1,Current,107171.2,2019-08-10,Active
1348,1348,1,Fixed Deposit,407727.36,2021-04-15,Closed
1349,1349,5,Current,22925.53,2018-06-10,Active
1350,1350,4,Current,384005.02,2020-01-20,Inactive
1351,1351,1,Fixed Deposit,268554.58,2017-04-13,Closed
1352,1352,2,Current,479558.32,2020-07-29,Closed
1353,1353,3,Fixed Deposit,348461.37,2023-05-06,Closed
1354,1354,2,Current,88490.19,2023-11-17,Closed
1355,1355,3,Fixed Deposit,241583.06,2017-01-16,Inactive
1356,1356,1,Fixed Deposit,456139.52,2016-06-05,Inactive
1357,1357,4,Fixed Deposit,320655.39,2016-11-15,Active
1358,1358,5,Fixed Deposit,352609.94,2023-07-16,Active
1359,1359,2,Savings,308557.99,2021-11-12,Active
1360,1360,3,Savings,369218.73,2022-09-17,Active
1361,1361,5,Savings,30901.59,2016-07-08,Inactive
1362,1362,4,Current,101803.88,2021-11-25,Inactive
1363,1363,2,Fixed Deposit,19915.45,2018-10-22,Closed
1364,1364,5,Current,369888.56,2016-06-18,Inactive
1365,1365,2,Current,159451.79,2024-10-28,Active
1366,1366,5,Current,324375.17,2020-05-10,Inactive
1367,1367,1,Savings,423620.49,2020-08-01,Inactive
1368,1368,3,Savings,103702.9,2024-12-06,Active
1369,1369,2,Fixed Deposit,348442.75,2016-09-27,Active
1370,1370,5,Current,261214.49,2017-01-12,Active
1371,1371,4,Fixed Deposit,4015.29,2017-01-16,Inactive
1372,1372,1,Savings,27001.32,2025-01-12,Active
1373,1373,2,Savings,46787.94,2021-09-17,Closed
1374,1374,5,Savings,118918.75,2022-09-21,Active
1375,1375,4,Fixed Deposit,234070.05,2019-08-06,Active
1376,1376,2,Savings,212584.37,2020-04-14,Closed
1377,1377,2,Current,143391.09,2019-04-26,Inactive
1378,1378,2,Current,431350.34,2021-07-16,Inactive
1379,1379,1,Current,199723.99,2015-09-17,Active
1380,1380,4,Current,211925.93,2021-08-21,Closed
1381,1381,4,Savings,409982.3,2019-04-15,Inactive
1382,1382,1,Current,214271.25,2025-02-03,Active
1383,1383,3,Fixed Deposit,269061.64,2018-10-13,Closed
1384,1384,2,Current,190844.67,2021-10-07,Inactive
1385,1385,4,Current,188198.3,2020-02-09,Closed
1386,1386,4,Savings,167283.84,2017-08-20,Closed
1387,1387,4,Savings,78207.5,2021-11-25,Active
1388,1388,1,Savings,430965.91,2024-07-14,Closed
1389,1389,3,Current,202873.08,2025-02-17,Inactive
1390,1390,4,Fixed Deposit,187199.3,2021-12-19,Inactive
1391,1391,3,Fixed Deposit,493773.51,2021-11-22,Active
1392,1392,4,Savings,496243.76,2018-09-11,Active
1393,1393,4,Fixed Deposit,82018.83,2019-10-26,Inactive
1394,1394,3,Fixed Deposit,174940.77,2024-04-01,Closed
1395,1395,4,Fixed Deposit,344556.21,2024-07-20,Closed
1396,1396,1,Fixed Deposit,193281.25,2019-04-13,Inactive
1397,1397,2,Savings,239385.05,2022-06-11,Inactive
1398,1398,1,Fixed Deposit,333172.14,2021-02-20,Active
1399,1399,3,Fixed Deposit,228279.91,2025-03-23,Closed
1400,1400,2,Current,124459.99,2019-06-05,Closed
1401,1401,2,Savings,59248.59,2025-02-15,Active
1402,1402,4,Current,353328.82,2015-08-11,Active
1403,1403,5,Savings,438127.08,2025-06-10,Active
1404,1404,4,Current,346226.56,2018-05-29,Closed
1405,1405,5,Fixed Deposit,443438.79,2019-10-22,Closed
1406,1406,3,Fixed Deposit,206392.89,2023-01-04,Closed
1407,1407,1,Savings,318453.94,2021-12-11,Inactive
1408,1408,2,Current,374616.31,2016-08-11,Closed
1409,1409,4,Fixed Deposit,154742.07,2023-06-07,Active
1410,1410,4,Savings,49338.46,2020-08-07,Closed
1411,1411,4,Fixed Deposit,209004.32,2016-08-27,Inactive
1412,1412,4,Savings,89024.25,2022-11-08,Active
1413,1413,2,Savings,243749.16,2020-02-13,Closed
1414,1414,1,Current,283978.97,2015-11-13,Active
1415,1415,2,Savings,30432.05,2017-07-27,Active
1416,1416,2,Current,491490.62,2017-09-23,Inactive
1417,1417,4,Fixed Deposit,456572.73,2016-07-24,Active
1418,1418,2,Savings,147269.67,2022-02-12,Inactive
1419,1419,1,Current,33066.96,2021-09-07,Active
1420,1420,5,Savings,239470.66,2023-11-19,Closed
1421,1421,1,Savings,31467.18,2021-04-26,Active
1422,1422,5,Savings,49324.08,2020-01-13,Closed
1423,1423,1,Current,301889.45,2016-12-26,Inactive
1424,1424,4,Current,378698.91,2021-08-08,Closed
1425,1425,4,Current,186021.78,2018-01-05,Inactive
1426,1426,3,Savings,470554.53,2017-04-28,Closed
1427,1427,4,Current,305793.72,2016-12-01,Inactive
1428,1428,3,Savings,2539.25,2019-03-05,Closed
1429,1429,4,Fixed Deposit,417875.16,2022-05-08,Active
1430,1430,1,Fixed Deposit,62324.38,2025-05-17,Closed
1431,1431,3,Fixed Deposit,375968.43,2021-10-15,Active
1432,1432,3,Current,309557.5,2023-04-30,Closed
1433,1433,4,Fixed Deposit,207150.17,2025-06-15,Active
1434,1434,1,Fixed Deposit,478816.02,2017-09-17,Inactive
1435,1435,1,Fixed Deposit,180742.6,2018-09-13,Active
1436,1436,3,Fixed Deposit,222708.77,2020-06-29,Closed
1437,1437,4,Current,369863.11,2018-03-28,Active
1438,1438,3,Current,469603.29,2017-08-13,Inactive
1439,1439,1,Fixed Deposit,193044.41,2018-03-23,Closed
1440,1440,2,Fixed Deposit,72437.56,2024-06-06,Closed
1441,1441,5,Fixed Deposit,252813.67,2024-08-22,Active
1442,1442,4,Savings,151372.8,2018-02-26,Closed
1443,1443,5,Current,84858.37,2018-03-01,Inactive
1444,1444,1,Current,331658.41,2021-07-30,Active
1445,1445,2,Savings,86046.07,2018-11-08,Closed
1446,1446,1,Savings,218011.81,2017-03-11,Closed
1447,1447,1,Savings,464572.73,2021-05-06,Inactive
1448,1448,4,Current,110967.64,2023-02-17,Inactive
1449,1449,4,Fixed Deposit,62425.96,2022-11-27,Active
1450,1450,5,Fixed Deposit,362981.79,2015-10-13,Active
1451,1451,3,Savings,465958.2,2019-05-16,Closed
1452,1452,1,Fixed Deposit,172269.66,2019-08-07,Closed
1453,1453,4,Fixed Deposit,321409.0,2025-03-31,Closed
1454,1454,4,Savings,112551.87,2020-07-27,Active
1455,1455,3,Savings,56579.88,2017-11-22,Inactive
1456,1456,5,Savings,372564.26,2018-07-01,Active
1457,1457,5,Current,64581.32,2024-06-24,Inactive
1458,1458,4,Fixed Deposit,368722.03,2024-04-15,Inactive
1459,1459,1,Fixed Deposit,268265.92,2022-07-01,Inactive
1460,1460,4,Current,385869.17,2017-04-12,Closed
1461,1461,2,Fixed Deposit,332207.65,2022-04-18,Closed
1462,1462,2,Savings,198260.88,2016-10-26,Closed
1463,1463,4,Current,73205.69,2018-10-14,Inactive
1464,1464,2,Current,340310.48,2024-12-18,Active
1465,1465,5,Current,73789.48,2017-12-28,Closed
1466,1466,1,Fixed Deposit,160749.54,2017-04-08,Closed
1467,1467,1,Current,498427.45,2023-01-14,Closed
1468,1468,5,Current,315907.46,2016-08-19,Active
1469,1469,4,Current,352366.1,2018-01-09,Inactive
1470,1470,1,Current,77198.41,2024-03-12,Closed
1471,1471,2,Fixed Deposit,467282.02,2022-07-22,Active
1472,1472,1,Savings,428532.62,2023-05-14,Closed
1473,1473,4,Current,492210.38,2024-03-06,Closed
1474,1474,2,Savings,274423.51,2018-06-13,Inactive
1475,1475,4,Fixed Deposit,237237.39,2015-08-20,Inactive
1476,1476,4,Current,36839.79,2016-07-07,Closed
1477,1477,3,Current,348491.78,2021-11-11,Active
1478,1478,5,Current,49562.46,2025-01-17,Inactive
1479,1479,5,Savings,425055.05,2020-12-11,Closed
1480,1480,3,Current,327662.36,2021-10-06,Closed
1481,1481,2,Current,348281.81,2021-07-20,Inactive
1482,1482,2,Savings,109850.1,2017-07-22,Closed
1483,1483,2,Fixed Deposit,325967.76,2021-03-29,Inactive
1484,1484,5,Savings,339480.59,2017-02-25,Active
1485,1485,4,Current,340043.19,2017-08-16,Active
1486,1486,1,Savings,178436.34,2016-04-13,Inactive
1487,1487,2,Savings,59556.08,2022-10-10,Closed
1488,1488,3,Fixed Deposit,217476.9,2020-07-30,Active
1489,1489,4,Savings,17962.42,2021-05-04,Active
1490,1490,4,Current,152042.12,2017-03-26,Closed
1491,1491,2,Fixed Deposit,372854.92,2018-06-06,Closed
1492,1492,1,Current,432583.0,2019-03-29,Closed
1493,1493,4,Current,316534.42,2016-01-24,Inactive
1494,1494,3,Savings,60880.19,2016-10-18,Active
1495,1495,1,Current,321063.25,2022-09-08,Closed
1496,1496,2,Savings,293838.39,2025-01-09,Closed
1497,1497,4,Current,347169.2,2018-02-08,Active
1498,1498,5,Savings,192595.98,2022-03-08,Closed
1499,1499,4,Current,286140.13,2015-09-20,Active
1500,1500,3,Savings,357170.3,2021-02-18,Closed
1501,1501,2,Current,406621.1,2018-05-12,Active
1502,1502,4,Fixed Deposit,408913.96,2018-03-25,Closed
1503,1503,4,Savings,259931.66,2016-03-04,Closed
1504,1504,5,Fixed Deposit,409594.97,2019-07-11,Closed
1505,1505,1,Savings,482874.84,2020-11-30,Active
1506,1506,2,Fixed Deposit,347912.73,2022-08-24,Active
1507,1507,5,Current,400455.97,2025-04-08,Active
1508,1508,1,Savings,287965.43,2019-06-05,Closed
1509,1509,2,Savings,281685.61,2021-06-24,Active
1510,1510,1,Savings,253568.01,2018-02-23,Inactive
1511,1511,5,Savings,212102.61,2022-11-16,Closed
1512,1512,1,Savings,150999.39,2017-10-19,Closed
1513,1513,3,Fixed Deposit,267517.1,2023-04-10,Active
1514,1514,5,Current,347855.65,2016-08-14,Closed
1515,1515,3,Fixed Deposit,269566.53,2021-10-25,Active
1516,1516,1,Fixed Deposit,410061.88,2017-11-18,Active
1517,1517,1,Savings,71692.0,2018-12-09,Active
1518,1518,2,Fixed Deposit,276483.24,2017-11-14,Closed
1519,1519,3,Current,65117.57,2023-05-27,Closed
1520,1520,4,Savings,275374.46,2015-09-06,Inactive
1521,1521,4,Fixed Deposit,451926.31,2018-10-18,Inactive
1522,1522,4,Savings,472425.5,2022-07-22,Closed
1523,1523,4,Fixed Deposit,72478.73,2021-04-22,Active
1524,1524,1,Fixed Deposit,366604.77,2023-04-11,Closed
1525,1525,2,Fixed Deposit,186698.99,2024-11-11,Closed
1526,1526,5,Fixed Deposit,82857.49,2017-05-06,Active
1527,1527,3,Current,190092.01,2019-01-09,Closed
1528,1528,2,Savings,135792.49,2018-05-13,Closed
1529,1529,1,Fixed Deposit,274636.02,2024-07-28,Active
1530,1530,3,Fixed Deposit,45398.1,2024-03-16,Inactive
1531,1531,3,Savings,434558.83,2016-09-24,Active
1532,1532,3,Savings,49875.48,2016-12-02,Active
1533,1533,4,Savings,391584.08,2021-02-10,Active
1534,1534,2,Fixed Deposit,364435.38,2016-06-29,Inactive
1535,1535,5,Current,48674.74,2018-12-23,Inactive
1536,1536,5,Current,276219.57,2018-11-04,Closed
1537,1537,1,Savings,86202.96,2021-08-15,Inactive
1538,1538,2,Current,403236.41,2020-02-23,Closed
1539,1539,5,Fixed Deposit,297713.87,2023-08-30,Inactive
1540,1540,4,Fixed Deposit,64658.53,2017-12-06,Active
1541,1541,5,Fixed Deposit,78590.15,2020-06-19,Active
1542,1542,2,Current,284212.83,2016-07-16,Inactive
1543,1543,1,Fixed Deposit,319957.55,2022-02-16,Inactive
1544,1544,2,Fixed Deposit,304742.79,2017-10-14,Closed
1545,1545,4,Savings,220041.04,2020-04-30,Inactive
1546,1546,4,Fixed Deposit,144123.01,2016-04-05,Inactive
1547,1547,5,Fixed Deposit,440812.47,2022-08-28,Active
1548,1548,3,Fixed Deposit,429102.82,2023-03-15,Inactive
1549,1549,4,Current,422777.56,2016-06-13,Closed
1550,1550,1,Savings,365246.56,2023-07-02,Active
1551,1551,2,Fixed Deposit,29648.35,2021-08-12,Closed
1552,1552,3,Fixed Deposit,464864.91,2017-05-15,Active
1553,1553,4,Fixed Deposit,254832.5,2024-10-14,Closed
1554,1554,2,Current,249404.8,2022-03-31,Closed
1555,1555,5,Fixed Deposit,63221.1,2016-01-14,Active
1556,1556,5,Savings,455532.32,2019-05-05,Closed
1557,1557,1,Fixed Deposit,213064.48,2021-03-05,Closed
1558,1558,3,Savings,497116.75,2023-03-20,Closed
1559,1559,5,Fixed Deposit,304987.61,2023-11-13,Closed
1560,1560,4,Savings,337586.56,2017-01-03,Closed
1561,1561,2,Savings,38486.06,2020-03-28,Active
1562,1562,5,Current,476289.32,2022-02-15,Inactive
1563,1563,4,Current,86071.5,2023-01-29,Active
1564,1564,3,Fixed Deposit,125632.85,2018-02-07,Closed
1565,1565,1,Current,150289.82,2023-05-16,Inactive
1566,1566,3,Savings,2114.92,2023-05-19,Closed
1567,1567,5,Current,109514.13,2016-08-08,Inactive
1568,1568,5,Savings,467771.78,2025-01-20,Closed
1569,1569,4,Savings,178516.29,2017-04-25,Closed
1570,1570,4,Current,149876.97,2025-02-28,Active
1571,1571,1,Current,445207.94,2021-12-11,Active
1572,1572,4,Current,5423.0,2015-07-07,Inactive
1573,1573,4,Savings,43287.15,2016-07-30,Closed
1574,1574,2,Current,62797.48,2017-05-30,Inactive
1575,1575,1,Savings,384954.36,2016-07-30,Inactive
1576,1576,2,Current,198284.05,2016-01-03,Inactive
1577,1577,3,Current,446204.5,2016-12-30,Closed
1578,1578,3,Savings,494695.25,2018-05-06,Closed
1579,1579,4,Savings,70797.33,2019-02-27,Closed
1580,1580,4,Savings,180259.14,2016-12-17,Closed
1581,1581,2,Savings,95593.97,2018-08-23,Active
1582,1582,2,Current,211106.83,2018-06-16,Inactive
1583,1583,1,Savings,333436.2,2017-10-10,Inactive
1584,1584,3,Savings,211126.57,2016-03-01,Closed
1585,1585,4,Fixed Deposit,357446.16,2022-01-29,Inactive
1586,1586,4,Fixed Deposit,363271.28,2023-12-17,Closed
1587,1587,4,Savings,55756.66,2024-09-17,Active
1588,1588,1,Savings,78615.45,2017-05-17,Closed
1589,1589,1,Fixed Deposit,119015.96,2019-09-14,Closed
1590,1590,3,Current,488242.82,2018-09-06,Closed
1591,1591,1,Current,240616.31,2022-01-15,Inactive
1592,1592,4,Savings,380689.05,2019-07-18,Active
1593,1593,5,Savings,364895.04,2021-04-14,Active
1594,1594,2,Current,383597.07,2020-10-28,Inactive
1595,1595,2,Fixed Deposit,410484.1,2023-10-26,Active
1596,1596,4,Fixed Deposit,391575.74,2019-05-16,Active
1597,1597,5,Fixed Deposit,91412.94,2016-06-15,Closed
1598,1598,2,Savings,61110.13,2020-11-28,Inactive
1599,1599,1,Current,495209.0,2025-04-13,Active
1600,1600,4,Savings,308617.21,2020-06-11,Active
